age,rating,weather_cond,traffic,vehicle_cond,vehicle_type,multiple_orders,festival,city_type,city_name,month,weekend,ordered_hour,distance_km,delivery_time
38.0,4.8,fog,jam,2,motorcycle,2.0,no,metropolitian,jap,3,0,21.0,7.45,36
34.0,4.8,stormy,low,1,motorcycle,1.0,no,urban,bang,4,0,22.0,10.87,29
27.0,4.9,windy,jam,0,motorcycle,1.0,no,metropolitian,bhp,2,0,21.0,12.08,26
25.0,4.8,windy,jam,0,motorcycle,1.0,no,metropolitian,pune,4,0,20.0,13.79,38
24.0,4.4,cloudy,medium,1,motorcycle,1.0,no,metropolitian,alh,2,1,18.0,11.98,39
30.0,4.1,fog,jam,0,motorcycle,1.0,no,metropolitian,ranchi,3,0,19.0,4.53,31
27.0,2.5,sunny,low,1,motorcycle,2.0,no,metropolitian,deh,2,0,23.0,11.01,44
33.0,4.8,cloudy,jam,1,scooter,2.0,no,metropolitian,chen,3,0,20.0,20.18,47
24.0,4.6,windy,medium,1,scooter,1.0,no,metropolitian,vad,3,1,18.0,11.01,16
25.0,4.9,stormy,medium,2,electric_scooter,1.0,no,metropolitian,jap,3,0,17.0,11.92,18
39.0,4.2,stormy,jam,0,motorcycle,1.0,no,urban,bang,3,1,20.0,20.18,45
34.0,4.6,fog,low,0,motorcycle,0.0,no,urban,vad,3,1,23.0,9.44,20
28.0,4.9,sunny,jam,1,motorcycle,1.0,no,metropolitian,coimb,3,1,19.0,4.67,16
28.0,4.9,fog,jam,2,motorcycle,1.0,no,metropolitian,coimb,3,0,19.0,14.02,37
36.0,4.6,windy,low,1,motorcycle,1.0,no,metropolitian,hyd,3,0,8.0,3.07,26
32.0,4.8,cloudy,low,1,motorcycle,1.0,no,metropolitian,jap,3,0,22.0,19.37,27
22.0,4.7,windy,low,2,motorcycle,0.0,no,metropolitian,ranchi,3,0,22.0,19.62,12
29.0,5.0,sunny,low,2,scooter,1.0,no,metropolitian,ranchi,3,1,23.0,7.55,20
38.0,4.3,stormy,low,0,motorcycle,1.0,no,urban,indo,3,0,9.0,1.51,24
21.0,4.7,stormy,jam,1,scooter,0.0,no,metropolitian,bang,3,0,21.0,4.66,18
30.0,4.9,sandstorms,low,1,motorcycle,1.0,no,urban,sur,3,0,22.0,13.68,21
28.0,4.8,sandstorms,high,2,motorcycle,1.0,no,metropolitian,jap,3,0,12.0,5.96,27
26.0,4.9,windy,low,1,motorcycle,1.0,no,urban,mys,3,0,22.0,20.21,13
33.0,4.5,stormy,medium,2,motorcycle,1.0,no,metropolitian,chen,4,1,17.0,20.18,26
22.0,4.1,stormy,low,0,motorcycle,0.0,no,metropolitian,bang,3,0,9.0,3.11,17
26.0,4.6,fog,high,1,scooter,1.0,no,metropolitian,bang,4,0,11.0,1.55,20
31.0,4.3,fog,jam,1,scooter,0.0,no,metropolitian,bang,3,0,20.0,7.76,34
39.0,5.0,stormy,low,1,motorcycle,1.0,no,metropolitian,deh,2,0,22.0,7.34,22
32.0,5.0,fog,jam,1,motorcycle,1.0,no,metropolitian,sur,4,1,21.0,4.56,26
29.0,4.6,stormy,low,0,motorcycle,1.0,no,metropolitian,chen,3,0,22.0,13.97,19
29.0,4.8,sandstorms,low,1,motorcycle,1.0,no,urban,vad,3,0,10.0,3.15,16
25.0,4.9,stormy,jam,1,scooter,1.0,no,metropolitian,mum,3,0,19.0,19.88,28
20.0,4.9,fog,medium,0,motorcycle,2.0,no,metropolitian,deh,2,0,17.0,10.28,35
28.0,4.6,sunny,low,0,motorcycle,0.0,no,urban,hyd,3,1,10.0,3.07,17
27.0,4.9,fog,jam,0,motorcycle,0.0,no,metropolitian,bang,3,1,19.0,20.18,40
22.0,4.5,sandstorms,jam,2,scooter,1.0,no,metropolitian,coimb,3,1,21.0,4.67,16
38.0,4.5,sunny,jam,1,motorcycle,1.0,no,metropolitian,chen,3,0,20.0,10.87,25
33.0,3.8,stormy,jam,1,motorcycle,0.0,no,metropolitian,bang,3,0,19.0,12.42,34
29.0,4.9,sandstorms,low,1,scooter,1.0,no,urban,agr,2,1,10.0,1.49,13
23.0,4.2,sandstorms,jam,0,motorcycle,1.0,no,urban,hyd,3,1,21.0,13.83,32
39.0,4.8,cloudy,medium,1,motorcycle,0.0,no,metropolitian,bang,3,0,17.0,7.76,19
25.0,4.5,fog,high,1,scooter,0.0,no,metropolitian,ranchi,3,0,13.0,6.29,22
28.0,4.2,sandstorms,low,0,motorcycle,0.0,no,metropolitian,sur,4,1,23.0,9.12,20
20.0,4.8,fog,low,1,motorcycle,1.0,no,metropolitian,coimb,3,0,23.0,20.25,25
37.0,4.6,fog,low,2,scooter,0.0,no,urban,vad,3,0,8.0,3.15,19
23.0,4.9,stormy,low,1,motorcycle,1.0,no,urban,hyd,3,1,9.0,1.54,11
35.0,4.4,stormy,high,1,scooter,1.0,no,metropolitian,indo,3,1,11.0,1.51,31
27.0,4.9,fog,jam,1,scooter,1.0,no,metropolitian,vad,3,1,19.0,13.63,33
37.0,4.2,sandstorms,medium,0,motorcycle,2.0,no,metropolitian,ranchi,4,0,18.0,19.62,35
37.0,4.2,stormy,low,0,motorcycle,1.0,no,metropolitian,indo,3,1,10.0,3.03,22
30.0,4.8,sunny,high,2,scooter,1.0,no,metropolitian,ranchi,3,0,11.0,1.51,23
21.0,4.4,stormy,low,0,motorcycle,1.0,no,metropolitian,mum,4,0,22.0,7.65,22
28.0,5.0,fog,low,2,motorcycle,1.0,no,metropolitian,hyd,3,1,0.0,16.9,20
37.0,4.2,stormy,low,0,motorcycle,1.0,no,metropolitian,coimb,3,0,9.0,3.12,30
24.0,5.0,windy,low,1,scooter,0.0,no,metropolitian,pune,3,0,23.0,9.19,10
27.0,4.6,windy,high,0,motorcycle,1.0,no,metropolitian,coimb,3,0,14.0,6.23,17
20.0,5.0,sandstorms,low,2,motorcycle,1.0,no,metropolitian,hyd,4,0,22.0,13.83,13
20.0,4.4,fog,jam,1,motorcycle,2.0,no,metropolitian,sur,3,0,19.0,16.72,41
29.0,4.7,sandstorms,low,2,electric_scooter,1.0,no,metropolitian,ranchi,3,0,9.0,1.51,19
24.0,4.9,windy,low,2,electric_scooter,0.0,no,metropolitian,vad,3,0,23.0,12.58,14
39.0,4.8,sunny,low,2,scooter,0.0,no,urban,indo,3,0,22.0,19.66,15
27.0,4.6,sandstorms,low,2,scooter,1.0,no,urban,sur,3,0,22.0,16.72,19
26.0,4.5,sunny,medium,1,motorcycle,0.0,no,metropolitian,mys,3,0,18.0,17.3,16
34.0,4.5,windy,low,1,motorcycle,1.0,no,metropolitian,jap,3,0,22.0,13.41,24
33.0,3.6,cloudy,low,2,electric_scooter,1.0,no,metropolitian,mum,3,0,23.0,19.88,37
39.0,4.7,sandstorms,low,2,electric_scooter,1.0,no,metropolitian,hyd,3,0,10.0,1.54,28
33.0,4.3,cloudy,jam,1,motorcycle,2.0,no,metropolitian,hyd,3,0,20.0,16.9,43
22.0,4.6,sandstorms,jam,0,motorcycle,1.0,no,urban,bang,4,0,20.0,17.08,39
39.0,4.1,sandstorms,medium,2,electric_scooter,1.0,no,metropolitian,indo,3,0,16.0,6.05,31
23.0,4.7,windy,high,0,motorcycle,1.0,no,metropolitian,jap,3,1,12.0,5.96,26
27.0,4.8,sandstorms,medium,0,motorcycle,0.0,no,metropolitian,alh,2,0,15.0,5.99,29
36.0,4.7,cloudy,low,1,motorcycle,0.0,no,metropolitian,pune,4,0,0.0,9.19,19
32.0,4.9,cloudy,low,0,motorcycle,0.0,no,urban,vad,3,0,9.0,1.57,20
31.0,4.7,sandstorms,medium,1,motorcycle,1.0,no,metropolitian,indo,3,0,16.0,6.05,28
30.0,4.5,sandstorms,jam,1,motorcycle,2.0,no,metropolitian,alh,2,0,21.0,10.49,35
38.0,4.5,sunny,medium,1,motorcycle,1.0,no,metropolitian,ranchi,3,0,18.0,10.56,29
26.0,4.8,sunny,medium,2,motorcycle,0.0,no,metropolitian,ranchi,4,1,18.0,7.55,17
36.0,4.9,sunny,high,2,motorcycle,0.0,no,metropolitian,pune,3,1,14.0,6.13,21
30.0,4.5,cloudy,low,2,scooter,0.0,no,metropolitian,jap,3,0,22.0,13.41,39
29.0,4.6,sandstorms,low,2,electric_scooter,0.0,no,metropolitian,ranchi,3,1,23.0,7.55,18
32.0,4.7,sandstorms,low,1,scooter,1.0,no,metropolitian,jap,3,0,8.0,1.49,26
23.0,4.8,fog,medium,2,scooter,0.0,no,urban,coimb,4,0,17.0,7.79,10
27.0,4.7,stormy,medium,0,motorcycle,1.0,no,metropolitian,mys,3,1,19.0,14.15,28
31.0,4.1,stormy,jam,0,motorcycle,2.0,no,urban,pune,3,0,19.0,16.85,39
20.0,4.7,windy,low,2,electric_scooter,1.0,no,urban,bang,3,0,11.0,1.55,17
33.0,4.2,cloudy,medium,2,scooter,1.0,no,metropolitian,mum,3,0,18.0,13.76,35
33.0,4.6,fog,jam,2,electric_scooter,2.0,no,urban,vad,4,0,21.0,20.44,42
22.0,4.9,fog,medium,1,scooter,1.0,no,urban,chen,4,1,16.0,6.21,19
35.0,5.0,fog,medium,1,motorcycle,1.0,no,metropolitian,jap,3,0,17.0,16.39,40
32.0,4.8,stormy,jam,1,motorcycle,0.0,no,metropolitian,pune,3,0,20.0,7.66,27
38.0,4.3,fog,medium,1,scooter,1.0,no,metropolitian,chen,3,1,17.0,13.97,39
35.0,4.4,windy,low,0,motorcycle,1.0,no,metropolitian,aurg,2,0,8.0,3.05,29
30.0,4.6,cloudy,high,1,scooter,0.0,no,urban,ranchi,3,0,14.0,6.04,38
29.0,4.7,windy,low,2,scooter,0.0,no,metropolitian,pune,3,0,22.0,9.19,13
27.0,4.8,cloudy,low,2,motorcycle,1.0,no,urban,mys,4,1,22.0,17.1,20
36.0,5.0,sunny,medium,0,motorcycle,1.0,no,metropolitian,hyd,3,0,17.0,4.61,24
34.0,4.7,fog,high,0,motorcycle,1.0,no,urban,bang,3,0,12.0,6.21,26
30.0,4.9,windy,medium,1,scooter,1.0,no,metropolitian,indo,3,0,18.0,9.08,25
31.0,4.5,sunny,medium,2,scooter,1.0,no,metropolitian,indo,3,1,18.0,10.59,19
21.0,4.9,cloudy,low,0,motorcycle,0.0,no,metropolitian,kol,2,1,10.0,3.03,15
26.0,4.1,stormy,low,0,motorcycle,1.0,no,metropolitian,bang,3,0,23.0,4.66,23
30.0,4.6,sunny,jam,1,motorcycle,0.0,no,metropolitian,mys,4,0,21.0,7.77,15
28.0,4.6,sandstorms,medium,1,scooter,0.0,no,metropolitian,jap,3,0,17.0,16.39,19
37.0,4.0,stormy,jam,0,motorcycle,2.0,no,metropolitian,indo,3,0,21.0,4.54,40
37.0,4.9,windy,low,2,scooter,1.0,no,metropolitian,bang,3,1,22.0,10.87,15
27.0,4.7,sunny,jam,0,motorcycle,1.0,no,metropolitian,jap,3,0,20.0,13.41,17
27.0,4.8,fog,jam,1,motorcycle,0.0,no,metropolitian,hyd,3,1,21.0,16.9,31
21.0,4.6,windy,low,0,motorcycle,0.0,no,metropolitian,indo,4,0,22.0,19.66,18
25.0,4.9,fog,medium,1,scooter,0.0,no,metropolitian,mum,4,0,18.0,4.59,16
36.0,4.5,windy,medium,1,motorcycle,1.0,no,urban,sur,3,0,18.0,13.68,22
34.0,3.9,stormy,jam,2,scooter,0.0,no,metropolitian,vad,3,0,19.0,10.6,31
37.0,4.6,sunny,jam,0,motorcycle,1.0,no,metropolitian,ranchi,3,0,19.0,4.53,25
39.0,4.0,stormy,medium,2,scooter,1.0,no,metropolitian,hyd,3,1,17.0,9.22,31
33.0,5.0,stormy,jam,1,motorcycle,1.0,no,urban,chen,3,0,19.0,9.31,25
28.0,4.7,sandstorms,low,2,scooter,0.0,no,metropolitian,hyd,3,1,22.0,4.61,18
24.0,4.9,fog,low,1,motorcycle,1.0,no,metropolitian,deh,2,1,22.0,7.34,12
25.0,4.7,windy,jam,1,scooter,0.0,no,urban,coimb,3,0,21.0,4.67,14
23.0,5.0,fog,low,1,scooter,1.0,no,metropolitian,indo,3,1,9.0,1.51,13
34.0,4.8,windy,low,2,scooter,1.0,no,metropolitian,bhp,2,0,23.0,9.06,22
22.0,4.5,fog,low,2,electric_scooter,0.0,no,metropolitian,bang,3,0,22.0,12.42,20
21.0,4.8,sunny,medium,1,scooter,1.0,no,urban,hyd,3,0,17.0,16.9,12
31.0,4.7,cloudy,low,2,scooter,1.0,no,metropolitian,bang,3,0,23.0,7.76,16
32.0,4.8,windy,high,1,motorcycle,1.0,no,metropolitian,bang,3,0,14.0,6.21,28
33.0,4.5,sunny,jam,1,motorcycle,1.0,no,metropolitian,pune,3,1,20.0,13.79,31
29.0,4.7,stormy,low,1,motorcycle,0.0,no,urban,sur,4,1,23.0,13.68,10
23.0,4.8,stormy,jam,0,motorcycle,1.0,no,metropolitian,hyd,3,0,21.0,12.29,34
22.0,4.8,windy,low,0,motorcycle,1.0,no,metropolitian,sur,3,0,22.0,19.76,18
31.0,4.6,cloudy,medium,1,scooter,0.0,no,metropolitian,ranchi,3,0,16.0,6.29,18
23.0,5.0,sunny,medium,0,motorcycle,0.0,no,metropolitian,jap,3,1,17.0,20.85,25
21.0,4.9,cloudy,low,2,electric_scooter,0.0,no,metropolitian,mys,3,0,22.0,12.44,28
37.0,4.2,sandstorms,medium,2,scooter,1.0,no,metropolitian,knp,2,0,18.0,7.46,32
26.0,4.9,sunny,low,2,scooter,0.0,no,metropolitian,vad,3,0,23.0,4.54,21
34.0,4.2,windy,medium,0,motorcycle,1.0,no,urban,bang,3,0,18.0,4.66,35
31.0,4.1,windy,jam,2,scooter,1.0,no,metropolitian,indo,3,0,19.0,12.1,36
32.0,4.0,fog,medium,2,motorcycle,0.0,no,metropolitian,coimb,3,0,18.0,12.46,44
33.0,4.1,sandstorms,jam,1,motorcycle,1.0,no,metropolitian,jap,3,0,19.0,10.43,42
26.0,4.9,stormy,low,0,motorcycle,0.0,no,urban,vad,4,0,22.0,19.69,15
25.0,4.6,stormy,medium,0,motorcycle,0.0,no,metropolitian,pune,3,1,19.0,10.73,22
34.0,4.8,windy,low,0,motorcycle,1.0,no,urban,bang,3,0,22.0,17.08,26
38.0,4.8,cloudy,low,1,scooter,1.0,no,metropolitian,indo,3,1,23.0,13.61,25
38.0,4.1,windy,medium,2,scooter,0.0,no,metropolitian,pune,3,0,17.0,4.6,31
25.0,4.6,sandstorms,jam,0,motorcycle,1.0,no,metropolitian,alh,2,0,20.0,7.86,33
26.0,4.6,windy,medium,1,motorcycle,1.0,no,metropolitian,hyd,3,1,16.0,6.15,20
30.0,4.8,sunny,jam,1,scooter,1.0,no,metropolitian,chen,3,0,21.0,12.42,18
33.0,4.7,sandstorms,jam,2,scooter,1.0,no,metropolitian,indo,3,0,21.0,7.56,31
26.0,4.9,cloudy,high,1,motorcycle,0.0,no,urban,ranchi,3,0,11.0,3.02,23
25.0,4.9,windy,medium,2,motorcycle,0.0,no,metropolitian,mum,3,0,17.0,16.82,22
20.0,4.7,fog,jam,1,motorcycle,2.0,no,metropolitian,jap,3,0,21.0,16.39,36
25.0,4.5,sandstorms,medium,2,electric_scooter,1.0,no,urban,coimb,3,0,17.0,9.35,22
34.0,4.7,stormy,low,1,motorcycle,1.0,no,metropolitian,vad,3,1,22.0,4.54,21
29.0,4.8,sandstorms,jam,2,motorcycle,1.0,no,urban,chen,3,1,19.0,13.97,19
25.0,4.1,sandstorms,jam,0,motorcycle,2.0,no,metropolitian,pune,3,0,20.0,12.26,36
20.0,4.6,windy,jam,1,scooter,1.0,no,metropolitian,mum,3,0,21.0,13.77,24
25.0,4.6,fog,low,1,scooter,0.0,no,urban,mys,4,0,23.0,4.66,19
23.0,4.7,sunny,low,0,motorcycle,1.0,no,metropolitian,ranchi,3,0,22.0,10.57,22
20.0,4.6,stormy,medium,0,motorcycle,1.0,no,metropolitian,indo,3,0,17.0,10.59,30
38.0,4.5,windy,medium,2,motorcycle,1.0,no,metropolitian,deh,2,0,17.0,16.15,32
23.0,4.8,windy,high,0,motorcycle,1.0,no,urban,sur,4,0,11.0,1.52,17
26.0,4.9,fog,medium,0,motorcycle,1.0,no,metropolitian,mum,3,1,15.0,6.12,24
24.0,4.8,cloudy,low,2,motorcycle,0.0,no,urban,sur,4,0,10.0,1.52,15
22.0,4.2,windy,high,0,motorcycle,1.0,no,metropolitian,indo,3,0,11.0,3.03,34
26.0,4.8,cloudy,medium,2,motorcycle,1.0,no,urban,chen,3,0,17.0,12.42,26
28.0,4.6,fog,low,1,scooter,1.0,no,metropolitian,sur,3,0,10.0,1.52,19
28.0,4.8,sandstorms,low,0,motorcycle,0.0,no,urban,alh,2,0,22.0,14.15,24
24.0,4.6,windy,low,1,motorcycle,1.0,no,metropolitian,coimb,3,1,22.0,4.67,10
29.0,4.7,fog,medium,0,motorcycle,1.0,no,metropolitian,vad,3,0,17.0,10.6,35
37.0,4.3,stormy,low,0,motorcycle,1.0,no,metropolitian,bang,3,0,22.0,4.66,23
37.0,4.9,cloudy,low,0,motorcycle,1.0,no,urban,indo,3,0,22.0,16.64,41
36.0,4.7,stormy,jam,1,scooter,1.0,no,urban,pune,3,0,21.0,7.66,25
30.0,5.0,cloudy,low,0,motorcycle,0.0,no,metropolitian,vad,3,0,10.0,3.15,21
22.0,4.7,stormy,medium,1,motorcycle,0.0,no,metropolitian,pune,4,0,18.0,19.91,29
28.0,4.7,fog,medium,1,motorcycle,1.0,no,metropolitian,alh,2,0,18.0,13.48,39
27.0,4.6,sandstorms,jam,2,scooter,1.0,no,urban,mys,4,0,21.0,4.66,22
39.0,4.0,sunny,jam,0,motorcycle,0.0,no,metropolitian,coimb,3,0,21.0,17.14,42
35.0,4.3,sandstorms,medium,0,motorcycle,1.0,no,metropolitian,vad,3,0,18.0,12.58,38
21.0,4.7,windy,high,0,motorcycle,1.0,no,urban,indo,3,1,12.0,6.05,15
34.0,4.3,sandstorms,medium,2,scooter,1.0,no,metropolitian,chen,3,0,18.0,20.18,34
21.0,4.6,sandstorms,low,1,motorcycle,1.0,no,urban,ranchi,4,1,0.0,9.06,10
35.0,4.7,windy,low,2,scooter,1.0,no,metropolitian,bhp,2,0,8.0,1.57,26
24.0,4.8,cloudy,medium,1,motorcycle,0.0,no,urban,pune,3,0,15.0,6.13,19
33.0,4.9,sunny,medium,0,motorcycle,1.0,no,metropolitian,jap,3,0,15.0,5.96,26
30.0,4.9,cloudy,low,1,scooter,1.0,no,metropolitian,indo,4,0,9.0,3.03,16
25.0,4.8,cloudy,jam,1,motorcycle,1.0,no,metropolitian,sur,3,0,20.0,7.6,30
21.0,4.9,windy,medium,1,scooter,0.0,no,metropolitian,hyd,3,0,18.0,12.29,17
34.0,5.0,fog,jam,1,scooter,1.0,no,semi-urban,ranchi,3,0,20.0,20.44,49
21.0,5.0,fog,medium,2,motorcycle,2.0,no,metropolitian,ranchi,3,1,17.0,19.62,37
36.0,4.2,windy,low,0,motorcycle,0.0,no,metropolitian,sur,4,1,9.0,3.04,25
27.0,4.8,cloudy,high,1,scooter,1.0,no,urban,coimb,3,1,11.0,1.56,32
32.0,4.6,fog,low,0,motorcycle,0.0,no,metropolitian,pune,3,0,10.0,1.53,24
34.0,4.0,windy,medium,1,motorcycle,1.0,no,metropolitian,chen,3,1,17.0,6.21,31
32.0,4.9,cloudy,low,0,motorcycle,1.0,no,metropolitian,knp,2,0,9.0,1.49,22
25.0,4.7,fog,low,2,electric_scooter,0.0,no,urban,sur,3,0,22.0,16.72,28
32.0,4.3,stormy,low,0,motorcycle,0.0,no,metropolitian,sur,4,0,8.0,1.52,30
26.0,4.5,fog,jam,0,motorcycle,1.0,no,metropolitian,chen,3,0,19.0,20.18,36
34.0,4.6,sunny,low,0,motorcycle,0.0,no,urban,vad,3,0,8.0,1.57,25
30.0,4.6,windy,high,2,motorcycle,2.0,no,metropolitian,vad,3,0,14.0,6.06,33
20.0,4.9,cloudy,low,2,electric_scooter,1.0,no,metropolitian,pune,3,0,9.0,3.06,16
22.0,4.4,fog,jam,1,motorcycle,2.0,no,metropolitian,sur,3,1,21.0,16.72,39
32.0,4.7,fog,low,2,scooter,1.0,no,metropolitian,indo,3,0,22.0,9.07,19
21.0,4.7,cloudy,jam,0,motorcycle,1.0,no,metropolitian,koc,2,0,21.0,9.36,28
36.0,4.6,cloudy,medium,0,motorcycle,1.0,no,metropolitian,chen,3,0,18.0,4.66,28
32.0,4.7,windy,low,1,motorcycle,0.0,no,metropolitian,mys,4,0,9.0,1.55,22
23.0,3.7,sunny,jam,0,motorcycle,0.0,no,metropolitian,vad,4,0,21.0,9.09,41
38.0,4.8,fog,high,1,motorcycle,1.0,no,metropolitian,chen,3,0,12.0,6.21,38
37.0,4.6,sunny,jam,2,scooter,0.0,no,metropolitian,koc,2,0,21.0,20.29,15
27.0,4.9,sunny,jam,1,scooter,0.0,no,metropolitian,chen,3,0,21.0,10.87,20
21.0,4.9,fog,low,2,scooter,1.0,no,metropolitian,sur,3,0,22.0,4.56,15
34.0,4.5,stormy,medium,1,scooter,0.0,no,urban,indo,3,0,17.0,16.63,25
20.0,4.9,sandstorms,low,0,motorcycle,1.0,no,metropolitian,coimb,4,0,22.0,17.14,20
32.0,4.8,stormy,jam,2,scooter,1.0,no,metropolitian,kol,2,1,20.0,12.11,27
24.0,4.9,cloudy,medium,1,scooter,1.0,no,metropolitian,bang,3,0,18.0,20.18,28
34.0,4.6,fog,medium,2,electric_scooter,1.0,no,metropolitian,alh,2,1,18.0,7.86,18
24.0,5.0,sunny,medium,0,motorcycle,0.0,no,urban,jap,4,0,16.0,5.96,18
36.0,4.8,sunny,high,2,scooter,1.0,no,metropolitian,sur,3,1,14.0,6.08,23
24.0,5.0,sunny,jam,0,motorcycle,0.0,no,metropolitian,sur,3,0,19.0,19.76,27
36.0,4.4,fog,medium,2,scooter,1.0,no,metropolitian,jap,3,0,18.0,20.85,34
38.0,4.1,windy,low,0,motorcycle,1.0,no,urban,mum,3,1,23.0,7.65,21
24.0,4.9,stormy,jam,1,scooter,1.0,no,metropolitian,indo,3,0,19.0,4.54,28
33.0,5.0,fog,medium,2,scooter,2.0,no,metropolitian,vad,4,0,18.0,17.3,39
25.0,4.7,windy,low,1,scooter,0.0,no,metropolitian,vad,3,0,23.0,12.58,15
31.0,3.9,windy,medium,1,motorcycle,1.0,no,metropolitian,mys,3,0,18.0,17.1,38
24.0,4.6,sunny,medium,1,scooter,1.0,no,metropolitian,indo,3,0,18.0,4.54,12
21.0,4.1,stormy,low,0,motorcycle,1.0,no,urban,ludh,2,1,8.0,2.93,18
24.0,4.7,sandstorms,medium,1,scooter,1.0,no,metropolitian,knp,2,0,18.0,4.48,24
32.0,4.7,windy,low,1,motorcycle,0.0,no,metropolitian,agr,2,0,23.0,4.46,21
24.0,4.6,fog,high,2,electric_scooter,1.0,no,metropolitian,sur,3,0,13.0,6.08,21
36.0,4.8,stormy,low,2,scooter,1.0,no,urban,coimb,3,1,23.0,17.14,16
34.0,4.9,fog,low,1,motorcycle,0.0,no,metropolitian,ranchi,4,0,9.0,3.02,18
22.0,4.7,windy,jam,0,motorcycle,1.0,no,urban,bang,3,0,21.0,10.87,36
27.0,4.9,sandstorms,medium,2,scooter,1.0,no,metropolitian,bang,3,1,17.0,17.08,24
36.0,4.8,sandstorms,medium,0,motorcycle,1.0,no,metropolitian,jap,3,1,18.0,19.37,36
33.0,4.8,sunny,jam,1,motorcycle,1.0,no,metropolitian,chen,3,0,21.0,4.66,21
36.0,4.9,cloudy,medium,2,scooter,1.0,no,metropolitian,sur,4,0,17.0,9.12,16
20.0,4.5,sunny,low,1,motorcycle,0.0,no,metropolitian,bang,3,1,22.0,20.18,27
37.0,4.8,sandstorms,jam,0,motorcycle,2.0,yes,metropolitian,bang,3,0,19.0,17.08,41
25.0,4.3,sandstorms,low,0,motorcycle,0.0,no,metropolitian,bang,3,1,11.0,1.55,25
27.0,4.9,fog,high,0,motorcycle,1.0,no,metropolitian,pune,3,1,11.0,1.53,27
38.0,4.3,stormy,jam,2,electric_scooter,2.0,no,metropolitian,vad,3,0,19.0,16.66,39
38.0,4.2,stormy,medium,0,motorcycle,1.0,no,metropolitian,chen,3,0,18.0,20.18,48
36.0,4.6,sunny,jam,2,scooter,1.0,no,metropolitian,mum,3,0,20.0,12.23,18
26.0,4.8,windy,jam,2,electric_scooter,0.0,no,urban,jap,3,0,21.0,13.41,19
20.0,4.8,sandstorms,medium,1,scooter,1.0,no,metropolitian,pune,3,0,18.0,12.26,27
28.0,4.5,sandstorms,jam,0,motorcycle,1.0,no,metropolitian,jap,3,1,20.0,7.45,15
34.0,3.5,sunny,low,0,motorcycle,1.0,no,metropolitian,vad,3,0,23.0,13.63,32
38.0,4.0,fog,medium,1,motorcycle,1.0,no,metropolitian,chen,3,0,17.0,12.42,34
27.0,4.6,sandstorms,medium,0,motorcycle,0.0,no,urban,mum,3,1,18.0,9.18,28
32.0,4.7,windy,low,0,motorcycle,1.0,no,metropolitian,pune,3,0,23.0,13.79,29
20.0,4.0,fog,jam,2,electric_scooter,0.0,no,metropolitian,jap,3,1,19.0,13.41,35
37.0,5.0,sandstorms,jam,0,motorcycle,2.0,no,metropolitian,vad,4,1,21.0,16.66,39
37.0,3.7,sandstorms,jam,1,motorcycle,0.0,no,metropolitian,agr,2,0,21.0,13.39,42
24.0,4.5,cloudy,low,1,scooter,1.0,no,metropolitian,vad,3,1,23.0,11.01,24
24.0,4.5,sandstorms,low,0,motorcycle,1.0,no,urban,bang,3,0,23.0,20.18,22
23.0,4.7,windy,medium,1,scooter,1.0,no,metropolitian,koc,2,0,16.0,6.24,27
33.0,3.8,windy,jam,1,motorcycle,1.0,no,metropolitian,chen,4,1,22.0,10.87,35
36.0,4.7,windy,low,2,electric_scooter,1.0,no,metropolitian,ludh,2,0,9.0,3.15,28
33.0,3.8,windy,medium,2,electric_scooter,1.0,no,metropolitian,hyd,4,0,18.0,19.98,36
20.0,4.8,sandstorms,low,2,scooter,1.0,no,metropolitian,mys,3,0,23.0,9.33,18
22.0,4.8,sandstorms,jam,1,scooter,1.0,no,metropolitian,chen,4,1,21.0,17.08,17
22.0,4.7,sunny,jam,0,motorcycle,1.0,no,metropolitian,chen,3,0,21.0,13.97,29
28.0,4.6,sandstorms,medium,1,scooter,0.0,no,metropolitian,bang,3,0,18.0,12.42,16
35.0,4.8,cloudy,low,0,motorcycle,1.0,no,metropolitian,jap,3,0,9.0,1.49,21
33.0,5.0,sandstorms,medium,0,motorcycle,0.0,no,metropolitian,pune,3,0,16.0,6.13,35
21.0,4.9,fog,medium,1,motorcycle,0.0,no,metropolitian,hyd,4,0,18.0,12.29,31
26.0,4.9,cloudy,low,0,motorcycle,1.0,no,metropolitian,alh,2,0,8.0,1.5,22
33.0,4.3,cloudy,jam,1,motorcycle,1.0,no,metropolitian,mum,3,0,19.0,16.83,48
35.0,4.6,sunny,high,0,motorcycle,1.0,no,metropolitian,aurg,2,0,11.0,1.53,28
36.0,5.0,cloudy,jam,0,motorcycle,1.0,no,metropolitian,ranchi,3,0,19.0,16.6,46
31.0,5.0,sunny,low,0,motorcycle,1.0,no,metropolitian,sur,3,0,8.0,1.52,26
20.0,4.7,sandstorms,medium,0,motorcycle,1.0,no,metropolitian,deh,2,0,17.0,11.75,27
36.0,4.6,fog,jam,0,motorcycle,2.0,no,metropolitian,vad,3,0,20.0,17.3,40
20.0,4.8,fog,jam,1,motorcycle,1.0,no,metropolitian,bhp,2,0,19.0,9.06,27
34.0,4.6,fog,jam,0,motorcycle,1.0,yes,metropolitian,deh,2,1,19.0,12.58,49
21.0,5.0,windy,jam,2,motorcycle,0.0,no,urban,bang,3,1,21.0,17.08,17
26.0,4.8,windy,high,1,scooter,1.0,no,urban,alh,2,0,11.0,3.0,18
